Train ID,Route,Date and Time,Passenger Count,Number of Coaches,Total Capacity,Seat Occupancy (%),Platform Number,Delay Records (mins),Holiday or Weekend Indicator
TRN-020,Beijing - Shanghai,2026-02-24 21:55:34,247,8,480,51.46,8,0,No
TRN-001,Toronto - Montreal,2026-02-24 22:35:54,434,6,360,120.56,3,0,Yes
TRN-003,Chicago - St. Louis,2026-02-24 22:42:42,245,15,900,27.22,4,0,No
TRN-006,Sydney - Melbourne,2026-02-24 22:56:56,268,8,480,55.83,6,0,No
TRN-014,Beijing - Shanghai,2026-02-24 23:11:22,252,11,660,38.18,9,99,No
TRN-009,Los Angeles - San Francisco,2026-02-24 23:30:28,206,10,600,34.33,12,0,No
TRN-019,Los Angeles - San Francisco,2026-02-24 23:36:32,124,13,780,15.9,6,0,No
TRN-017,London - Paris,2026-02-24 23:55:56,287,7,420,68.33,12,97,No
TRN-002,Toronto - Montreal,2026-02-25 00:30:00,226,9,540,41.85,3,0,No
TRN-001,Berlin - Munich,2026-02-25 00:51:32,250,11,660,37.88,12,0,No
TRN-004,London - Paris,2026-02-25 00:56:42,111,7,420,26.43,5,0,No
TRN-020,Toronto - Montreal,2026-02-25 01:58:46,390,11,660,59.09,6,0,Yes
TRN-011,Toronto - Montreal,2026-02-25 02:04:33,208,10,600,34.67,9,0,No
TRN-004,New York - Washington DC,2026-02-25 02:21:43,124,12,720,17.22,9,0,No
TRN-011,Sydney - Melbourne,2026-02-25 02:40:25,246,14,840,29.29,12,97,No
TRN-006,Chicago - St. Louis,2026-02-25 02:59:11,209,14,840,24.88,2,0,No
TRN-019,Toronto - Montreal,2026-02-25 03:02:44,232,10,600,38.67,4,0,No
TRN-001,London - Paris,2026-02-25 03:34:36,126,6,360,35.0,2,0,No
TRN-006,Toronto - Montreal,2026-02-25 03:51:28,117,5,300,39.0,7,0,No
TRN-005,Toronto - Montreal,2026-02-25 03:55:25,223,11,660,33.79,9,0,No
TRN-002,Los Angeles - San Francisco,2026-02-25 04:22:40,265,12,720,36.81,11,87,No
TRN-010,Los Angeles - San Francisco,2026-02-25 04:30:43,191,15,900,21.22,3,0,No
TRN-020,Mumbai - Delhi,2026-02-25 04:39:14,140,10,600,23.33,2,0,No
TRN-015,Toronto - Montreal,2026-02-25 05:15:26,221,10,600,36.83,5,0,No
TRN-009,London - Paris,2026-02-25 05:15:51,186,8,480,38.75,10,0,No
TRN-007,Berlin - Munich,2026-02-25 05:16:01,296,12,720,41.11,7,0,No
TRN-018,London - Paris,2026-02-25 05:20:06,213,15,900,23.67,2,0,No
TRN-004,Toronto - Montreal,2026-02-25 06:01:55,129,8,480,26.88,8,0,No
TRN-001,Sydney - Melbourne,2026-02-25 06:32:46,183,15,900,20.33,10,0,No
TRN-004,Chicago - St. Louis,2026-02-25 06:39:41,244,6,360,67.78,5,0,No
TRN-016,Beijing - Shanghai,2026-02-25 06:42:49,245,14,840,29.17,1,0,No
TRN-011,Sydney - Melbourne,2026-02-25 06:49:50,251,6,360,69.72,8,0,No
TRN-012,London - Paris,2026-02-25 07:10:49,448,6,360,124.44,1,0,No
TRN-019,Beijing - Shanghai,2026-02-25 07:41:28,302,7,420,71.9,9,0,No
TRN-004,Toronto - Montreal,2026-02-25 08:41:15,449,8,480,93.54,6,0,No
TRN-011,New York - Washington DC,2026-02-25 08:46:08,475,8,480,98.96,1,0,No
TRN-017,Tokyo - Osaka,2026-02-25 09:12:06,416,7,420,99.05,3,0,No
TRN-015,Mumbai - Delhi,2026-02-25 09:35:46,400,8,480,83.33,12,0,No
TRN-013,London - Paris,2026-02-25 09:36:26,411,8,480,85.62,7,0,No
TRN-011,Toronto - Montreal,2026-02-25 10:02:07,298,12,720,41.39,2,0,No
TRN-013,Sydney - Melbourne,2026-02-25 10:03:37,295,9,540,54.63,3,0,No
TRN-008,Sydney - Melbourne,2026-02-25 10:45:27,101,6,360,28.06,2,39,No
TRN-017,Chicago - St. Louis,2026-02-25 11:20:29,215,6,360,59.72,3,0,No
TRN-013,Mumbai - Delhi,2026-02-25 11:24:23,248,7,420,59.05,8,0,No
TRN-004,Mumbai - Delhi,2026-02-25 12:29:18,520,14,840,61.9,6,0,Yes
TRN-018,London - Paris,2026-02-25 12:32:54,247,15,900,27.44,8,0,No
TRN-001,New York - Washington DC,2026-02-25 13:02:23,219,9,540,40.56,1,0,No
TRN-018,Sydney - Melbourne,2026-02-25 13:15:47,178,10,600,29.67,12,0,No
TRN-003,Mumbai - Delhi,2026-02-25 13:33:45,120,13,780,15.38,7,14,No
TRN-007,Beijing - Shanghai,2026-02-25 13:44:36,205,12,720,28.47,2,0,No
TRN-008,Beijing - Shanghai,2026-02-25 14:21:17,141,9,540,26.11,7,79,No
TRN-004,Mumbai - Delhi,2026-02-25 14:30:00,119,11,660,18.03,11,0,No
TRN-017,Toronto - Montreal,2026-02-25 14:38:55,191,15,900,21.22,10,0,No
TRN-011,London - Paris,2026-02-25 15:11:34,131,7,420,31.19,2,0,No
TRN-012,Toronto - Montreal,2026-02-25 15:15:07,233,5,300,77.67,6,0,No
TRN-008,New York - Washington DC,2026-02-25 15:23:37,156,6,360,43.33,1,0,No
TRN-007,Beijing - Shanghai,2026-02-25 16:22:58,101,14,840,12.02,8,0,No
TRN-003,Toronto - Montreal,2026-02-25 16:55:36,167,8,480,34.79,12,0,No
TRN-011,Mumbai - Delhi,2026-02-25 17:57:02,396,11,660,60.0,8,0,No
TRN-003,Sydney - Melbourne,2026-02-25 17:59:01,406,11,660,61.52,11,0,No
TRN-009,Beijing - Shanghai,2026-02-25 18:03:28,451,13,780,57.82,7,0,No
TRN-010,Chicago - St. Louis,2026-02-25 18:48:44,549,14,840,65.36,5,96,No
TRN-014,New York - Washington DC,2026-02-25 19:24:01,397,6,360,110.28,12,0,No
TRN-015,Beijing - Shanghai,2026-02-25 19:45:15,380,7,420,90.48,12,0,No
TRN-004,London - Paris,2026-02-25 19:50:00,349,11,660,52.88,6,0,No
TRN-003,Sydney - Melbourne,2026-02-25 20:46:33,291,10,600,48.5,10,0,No
TRN-015,Beijing - Shanghai,2026-02-25 21:12:07,193,12,720,26.81,9,0,No
TRN-009,Mumbai - Delhi,2026-02-25 21:16:53,239,12,720,33.19,3,0,No
TRN-016,Mumbai - Delhi,2026-02-25 22:16:36,101,11,660,15.3,2,0,No
TRN-004,New York - Washington DC,2026-02-25 23:16:23,201,11,660,30.45,5,0,No
TRN-008,Los Angeles - San Francisco,2026-02-25 23:25:48,167,7,420,39.76,10,36,No
TRN-015,Sydney - Melbourne,2026-02-25 23:45:03,149,13,780,19.1,2,9,No
TRN-008,Beijing - Shanghai,2026-02-25 23:50:14,281,7,420,66.9,4,0,No
TRN-004,London - Paris,2026-02-26 00:11:18,269,13,780,34.49,9,0,No
TRN-010,Los Angeles - San Francisco,2026-02-26 00:39:57,226,5,300,75.33,12,0,No
TRN-013,Tokyo - Osaka,2026-02-26 01:11:57,250,14,840,29.76,5,0,No
TRN-018,Sydney - Melbourne,2026-02-26 01:19:53,269,6,360,74.72,2,0,No
TRN-014,London - Paris,2026-02-26 01:26:16,400,13,780,51.28,1,0,Yes
TRN-011,Sydney - Melbourne,2026-02-26 01:34:08,257,15,900,28.56,6,0,No
TRN-017,Mumbai - Delhi,2026-02-26 01:49:47,170,8,480,35.42,7,0,No
TRN-002,Los Angeles - San Francisco,2026-02-26 01:49:57,289,7,420,68.81,12,64,No
TRN-009,Mumbai - Delhi,2026-02-26 02:47:14,299,12,720,41.53,5,0,No
TRN-016,New York - Washington DC,2026-02-26 02:52:03,117,14,840,13.93,2,0,No
TRN-014,Berlin - Munich,2026-02-26 03:36:22,277,7,420,65.95,12,0,No
TRN-011,Berlin - Munich,2026-02-26 03:37:34,180,15,900,20.0,5,0,No
TRN-012,Sydney - Melbourne,2026-02-26 03:43:47,278,8,480,57.92,1,51,No
TRN-003,Los Angeles - San Francisco,2026-02-26 04:33:20,163,11,660,24.7,2,0,No
TRN-005,Berlin - Munich,2026-02-26 04:52:45,285,9,540,52.78,6,0,No
TRN-012,Beijing - Shanghai,2026-02-26 05:36:26,258,11,660,39.09,9,0,Yes
TRN-016,Mumbai - Delhi,2026-02-26 06:01:53,215,12,720,29.86,10,0,No
TRN-020,Los Angeles - San Francisco,2026-02-26 06:13:28,219,9,540,40.56,7,0,No
TRN-008,Tokyo - Osaka,2026-02-26 06:14:01,268,6,360,74.44,6,0,No
TRN-003,Los Angeles - San Francisco,2026-02-26 06:24:39,203,15,900,22.56,8,0,No
TRN-003,Berlin - Munich,2026-02-26 06:45:53,292,14,840,34.76,9,0,No
TRN-015,Sydney - Melbourne,2026-02-26 06:46:43,247,7,420,58.81,5,0,No
TRN-013,New York - Washington DC,2026-02-26 07:16:59,545,6,360,151.39,3,0,No
TRN-011,Tokyo - Osaka,2026-02-26 07:29:33,660,14,840,78.57,9,0,Yes
TRN-013,Berlin - Munich,2026-02-26 07:43:22,492,15,900,54.67,9,0,No
TRN-010,London - Paris,2026-02-26 07:50:02,543,8,480,113.13,6,0,No
TRN-013,Chicago - St. Louis,2026-02-26 07:59:20,342,12,720,47.5,6,0,No
TRN-012,Los Angeles - San Francisco,2026-02-26 08:34:01,384,7,420,91.43,3,0,No
TRN-020,Toronto - Montreal,2026-02-26 09:28:55,255,9,540,47.22,9,0,No
TRN-011,Toronto - Montreal,2026-02-26 09:38:14,262,6,360,72.78,2,0,No
TRN-001,Mumbai - Delhi,2026-02-26 09:54:13,257,6,360,71.39,10,0,No
TRN-004,Sydney - Melbourne,2026-02-26 10:03:47,125,13,780,16.03,2,0,No
TRN-002,Los Angeles - San Francisco,2026-02-26 10:05:09,102,10,600,17.0,1,0,No
TRN-013,London - Paris,2026-02-26 10:56:14,106,10,600,17.67,8,9,No
TRN-003,London - Paris,2026-02-26 11:34:09,265,15,900,29.44,5,0,No
TRN-006,Mumbai - Delhi,2026-02-26 12:16:40,164,14,840,19.52,10,0,No
TRN-007,Tokyo - Osaka,2026-02-26 13:04:46,180,15,900,20.0,7,0,No
TRN-014,Chicago - St. Louis,2026-02-26 13:22:53,340,8,480,70.83,2,0,Yes
TRN-005,Chicago - St. Louis,2026-02-26 13:48:32,216,5,300,72.0,12,0,No
TRN-017,Beijing - Shanghai,2026-02-26 14:31:53,117,7,420,27.86,5,0,No
TRN-019,Tokyo - Osaka,2026-02-26 14:54:34,181,6,360,50.28,9,0,No
TRN-004,Sydney - Melbourne,2026-02-26 15:30:46,192,8,480,40.0,9,0,No
TRN-001,Berlin - Munich,2026-02-26 15:31:10,225,5,300,75.0,7,0,No
TRN-014,Tokyo - Osaka,2026-02-26 15:56:12,475,6,360,131.94,4,0,Yes
TRN-002,Mumbai - Delhi,2026-02-26 16:06:43,110,15,900,12.22,9,0,No
TRN-007,New York - Washington DC,2026-02-26 16:08:24,195,5,300,65.0,12,0,No
TRN-001,Beijing - Shanghai,2026-02-26 17:15:29,370,14,840,44.05,11,0,No
TRN-012,Sydney - Melbourne,2026-02-26 17:47:35,336,6,360,93.33,1,0,No
TRN-008,New York - Washington DC,2026-02-26 17:48:28,484,11,660,73.33,3,91,No
TRN-008,Mumbai - Delhi,2026-02-26 17:50:39,401,5,300,133.67,3,0,No
TRN-005,Toronto - Montreal,2026-02-26 17:53:10,487,5,300,162.33,3,0,No
TRN-014,Mumbai - Delhi,2026-02-26 17:55:49,335,6,360,93.06,7,0,No
TRN-013,Los Angeles - San Francisco,2026-02-26 18:22:00,386,6,360,107.22,2,0,No
TRN-006,New York - Washington DC,2026-02-26 18:42:43,440,7,420,104.76,1,39,No
TRN-018,Mumbai - Delhi,2026-02-26 19:38:57,571,6,360,158.61,12,0,No
TRN-015,London - Paris,2026-02-26 20:16:42,287,8,480,59.79,12,0,No
TRN-018,Beijing - Shanghai,2026-02-26 20:45:10,110,5,300,36.67,11,0,No
TRN-004,London - Paris,2026-02-26 21:07:23,155,10,600,25.83,3,0,No
TRN-002,Mumbai - Delhi,2026-02-26 21:17:59,258,8,480,53.75,6,0,No
TRN-006,Mumbai - Delhi,2026-02-26 21:22:27,234,10,600,39.0,11,92,No
TRN-002,New York - Washington DC,2026-02-26 21:39:28,283,11,660,42.88,5,0,No
TRN-007,New York - Washington DC,2026-02-26 21:49:14,238,6,360,66.11,6,0,No
TRN-012,London - Paris,2026-02-26 22:15:43,228,11,660,34.55,9,0,Yes
TRN-003,Los Angeles - San Francisco,2026-02-26 22:47:35,233,15,900,25.89,11,68,No
TRN-001,Beijing - Shanghai,2026-02-26 23:22:54,178,13,780,22.82,5,0,No
TRN-011,New York - Washington DC,2026-02-26 23:58:22,206,13,780,26.41,3,0,No
TRN-001,Beijing - Shanghai,2026-02-27 00:06:20,142,5,300,47.33,2,0,No
TRN-001,Los Angeles - San Francisco,2026-02-27 01:16:01,245,11,660,37.12,10,0,No
TRN-016,Sydney - Melbourne,2026-02-27 01:34:51,151,15,900,16.78,8,0,No
TRN-017,Beijing - Shanghai,2026-02-27 01:47:00,103,11,660,15.61,12,0,No
TRN-004,Mumbai - Delhi,2026-02-27 01:49:58,290,8,480,60.42,1,0,No
TRN-005,Toronto - Montreal,2026-02-27 02:41:05,241,9,540,44.63,3,0,No
TRN-011,New York - Washington DC,2026-02-27 02:59:07,327,8,480,68.12,2,0,Yes
TRN-015,Chicago - St. Louis,2026-02-27 03:13:25,196,11,660,29.7,5,0,No
TRN-015,Los Angeles - San Francisco,2026-02-27 04:05:24,267,14,840,31.79,10,0,No
TRN-011,Mumbai - Delhi,2026-02-27 04:13:14,266,15,900,29.56,3,0,Yes
TRN-014,Berlin - Munich,2026-02-27 04:24:23,216,6,360,60.0,10,84,No
TRN-011,Mumbai - Delhi,2026-02-27 04:32:44,275,5,300,91.67,4,0,No
TRN-019,Beijing - Shanghai,2026-02-27 05:00:55,169,7,420,40.24,8,0,No
TRN-015,Beijing - Shanghai,2026-02-27 05:02:51,298,12,720,41.39,12,0,No
TRN-016,Sydney - Melbourne,2026-02-27 05:15:17,387,8,480,80.62,4,0,Yes
TRN-010,Sydney - Melbourne,2026-02-27 05:46:34,289,10,600,48.17,8,18,No
TRN-017,Toronto - Montreal,2026-02-27 05:47:02,117,13,780,15.0,9,0,No
TRN-003,Toronto - Montreal,2026-02-27 06:00:36,262,5,300,87.33,8,0,No
TRN-009,New York - Washington DC,2026-02-27 06:17:42,151,14,840,17.98,6,0,No
TRN-019,New York - Washington DC,2026-02-27 06:18:30,131,12,720,18.19,4,0,No
TRN-020,Beijing - Shanghai,2026-02-27 06:31:17,247,10,600,41.17,8,42,No
TRN-008,Beijing - Shanghai,2026-02-27 06:46:31,261,7,420,62.14,12,0,No
TRN-010,Chicago - St. Louis,2026-02-27 06:49:29,297,11,660,45.0,11,109,Yes
TRN-014,Sydney - Melbourne,2026-02-27 07:52:53,495,11,660,75.0,6,0,No
TRN-019,Los Angeles - San Francisco,2026-02-27 07:58:38,405,5,300,135.0,4,0,No
TRN-017,Toronto - Montreal,2026-02-27 08:33:28,490,13,780,62.82,10,0,No
TRN-018,New York - Washington DC,2026-02-27 08:52:22,562,10,600,93.67,4,0,Yes
TRN-001,London - Paris,2026-02-27 09:32:12,347,6,360,96.39,12,0,No
TRN-003,Sydney - Melbourne,2026-02-27 10:40:16,211,10,600,35.17,8,0,No
TRN-006,Tokyo - Osaka,2026-02-27 11:12:10,239,6,360,66.39,2,0,No
TRN-017,Los Angeles - San Francisco,2026-02-27 11:26:55,239,7,420,56.9,9,99,No
TRN-012,Berlin - Munich,2026-02-27 11:40:13,107,12,720,14.86,9,0,No
TRN-012,Toronto - Montreal,2026-02-27 11:57:36,254,14,840,30.24,2,0,No
TRN-015,Mumbai - Delhi,2026-02-27 12:33:37,270,5,300,90.0,10,108,No
TRN-004,Chicago - St. Louis,2026-02-27 13:04:38,223,9,540,41.3,3,0,No
TRN-020,Mumbai - Delhi,2026-02-27 14:02:20,452,10,600,75.33,9,0,Yes
TRN-010,Chicago - St. Louis,2026-02-27 14:20:40,101,9,540,18.7,5,25,No
TRN-002,Toronto - Montreal,2026-02-27 14:40:44,227,11,660,34.39,5,0,No
TRN-002,Toronto - Montreal,2026-02-27 16:05:16,130,11,660,19.7,8,12,No
TRN-002,Beijing - Shanghai,2026-02-27 16:22:25,151,9,540,27.96,4,0,No
TRN-006,Tokyo - Osaka,2026-02-27 16:42:21,215,6,360,59.72,9,0,No
TRN-006,Chicago - St. Louis,2026-02-27 16:46:21,132,13,780,16.92,9,0,No
TRN-004,New York - Washington DC,2026-02-27 16:54:02,283,11,660,42.88,5,0,No
TRN-004,Sydney - Melbourne,2026-02-27 17:39:30,640,6,360,177.78,9,0,Yes
TRN-001,Sydney - Melbourne,2026-02-27 18:53:27,305,15,900,33.89,5,0,No
TRN-003,New York - Washington DC,2026-02-27 19:08:48,423,12,720,58.75,3,0,No
TRN-013,New York - Washington DC,2026-02-27 19:18:42,424,7,420,100.95,5,0,No
TRN-005,Beijing - Shanghai,2026-02-27 19:22:18,498,11,660,75.45,9,0,No
TRN-015,New York - Washington DC,2026-02-27 19:25:25,548,10,600,91.33,4,0,No
TRN-020,London - Paris,2026-02-27 20:05:09,174,15,900,19.33,4,20,No
TRN-016,Beijing - Shanghai,2026-02-27 20:13:56,291,6,360,80.83,4,0,No
TRN-010,Toronto - Montreal,2026-02-27 20:33:21,158,7,420,37.62,12,0,No
TRN-014,London - Paris,2026-02-27 20:59:08,198,13,780,25.38,3,0,No
TRN-002,Tokyo - Osaka,2026-02-27 22:19:00,166,6,360,46.11,4,0,No
TRN-011,London - Paris,2026-02-27 22:40:54,127,9,540,23.52,5,0,No
TRN-006,Los Angeles - San Francisco,2026-02-27 22:54:26,335,14,840,39.88,9,0,Yes
TRN-011,Berlin - Munich,2026-02-27 22:54:29,170,5,300,56.67,3,0,No
TRN-006,Chicago - St. Louis,2026-02-27 23:08:31,236,13,780,30.26,7,0,Yes
TRN-013,Sydney - Melbourne,2026-02-27 23:26:12,201,14,840,23.93,11,0,No
TRN-005,Berlin - Munich,2026-02-27 23:38:18,110,11,660,16.67,3,0,No
TRN-016,Tokyo - Osaka,2026-02-28 00:07:37,316,6,360,87.78,11,0,Yes
TRN-013,Mumbai - Delhi,2026-02-28 00:19:52,469,10,600,78.17,10,0,Yes
TRN-016,Mumbai - Delhi,2026-02-28 00:25:01,365,5,300,121.67,1,0,Yes
TRN-019,Chicago - St. Louis,2026-02-28 00:36:20,338,13,780,43.33,3,0,Yes
TRN-014,Mumbai - Delhi,2026-02-28 01:08:11,368,9,540,68.15,3,0,Yes
TRN-020,Toronto - Montreal,2026-02-28 01:31:05,410,9,540,75.93,10,0,Yes
TRN-014,Chicago - St. Louis,2026-02-28 03:23:08,342,8,480,71.25,8,0,Yes
TRN-013,Berlin - Munich,2026-02-28 03:23:58,284,13,780,36.41,10,0,Yes
TRN-011,Berlin - Munich,2026-02-28 04:33:38,367,8,480,76.46,4,0,Yes
TRN-007,Berlin - Munich,2026-02-28 04:40:36,458,12,720,63.61,10,61,Yes
TRN-017,Berlin - Munich,2026-02-28 04:45:54,341,7,420,81.19,9,40,Yes
TRN-018,Berlin - Munich,2026-02-28 05:00:30,369,7,420,87.86,7,0,Yes
TRN-010,Mumbai - Delhi,2026-02-28 05:12:33,355,14,840,42.26,7,0,Yes
TRN-009,Chicago - St. Louis,2026-02-28 05:31:16,482,11,660,73.03,1,0,Yes
TRN-005,Berlin - Munich,2026-02-28 06:13:02,291,15,900,32.33,9,43,Yes
TRN-003,Berlin - Munich,2026-02-28 06:33:12,328,7,420,78.1,4,0,Yes
TRN-012,Beijing - Shanghai,2026-02-28 06:46:00,436,7,420,103.81,12,20,Yes
TRN-008,Sydney - Melbourne,2026-02-28 07:46:01,682,6,360,189.44,1,83,Yes
TRN-011,Berlin - Munich,2026-02-28 07:56:38,528,5,300,176.0,5,0,Yes
TRN-019,Mumbai - Delhi,2026-02-28 07:58:35,517,8,480,107.71,6,0,Yes
TRN-013,Berlin - Munich,2026-02-28 08:46:31,687,12,720,95.42,12,0,Yes
TRN-009,New York - Washington DC,2026-02-28 08:48:43,649,15,900,72.11,4,0,Yes
TRN-007,New York - Washington DC,2026-02-28 09:04:52,618,10,600,103.0,5,0,Yes
TRN-011,Tokyo - Osaka,2026-02-28 09:16:53,593,6,360,164.72,2,6,Yes
TRN-007,Los Angeles - San Francisco,2026-02-28 10:04:53,378,14,840,45.0,11,107,Yes
TRN-001,Tokyo - Osaka,2026-02-28 10:22:25,411,11,660,62.27,12,0,Yes
TRN-009,Los Angeles - San Francisco,2026-02-28 10:27:27,387,14,840,46.07,7,29,Yes
TRN-008,Toronto - Montreal,2026-02-28 12:09:10,314,12,720,43.61,12,41,Yes
TRN-020,Sydney - Melbourne,2026-02-28 12:10:39,355,12,720,49.31,6,0,Yes
TRN-016,London - Paris,2026-02-28 12:44:45,403,7,420,95.95,10,0,Yes
TRN-011,Los Angeles - San Francisco,2026-02-28 13:02:11,216,8,480,45.0,11,0,Yes
TRN-004,Tokyo - Osaka,2026-02-28 13:20:51,373,10,600,62.17,11,0,Yes
TRN-019,Berlin - Munich,2026-02-28 13:40:48,298,9,540,55.19,11,19,Yes
TRN-005,Berlin - Munich,2026-02-28 13:47:44,269,7,420,64.05,10,0,Yes
TRN-004,Los Angeles - San Francisco,2026-02-28 14:00:43,400,15,900,44.44,1,0,Yes
TRN-018,London - Paris,2026-02-28 14:12:52,445,6,360,123.61,4,0,Yes
TRN-004,New York - Washington DC,2026-02-28 14:58:22,323,7,420,76.9,11,0,Yes
TRN-014,London - Paris,2026-02-28 15:37:03,424,12,720,58.89,7,0,Yes
TRN-014,Toronto - Montreal,2026-02-28 16:01:43,278,6,360,77.22,4,38,Yes
TRN-010,Los Angeles - San Francisco,2026-02-28 16:38:17,330,15,900,36.67,3,10,Yes
TRN-015,Los Angeles - San Francisco,2026-02-28 16:38:32,293,7,420,69.76,12,20,Yes
TRN-018,Los Angeles - San Francisco,2026-02-28 17:02:45,599,15,900,66.56,5,0,Yes
TRN-002,Beijing - Shanghai,2026-02-28 17:03:58,726,15,900,80.67,10,0,Yes
TRN-009,Mumbai - Delhi,2026-02-28 17:42:23,631,12,720,87.64,12,0,Yes
TRN-020,Los Angeles - San Francisco,2026-02-28 18:44:07,618,6,360,171.67,4,0,Yes
TRN-016,Berlin - Munich,2026-02-28 19:05:34,663,9,540,122.78,11,37,Yes
TRN-006,London - Paris,2026-02-28 19:13:01,720,13,780,92.31,8,0,Yes
TRN-017,Chicago - St. Louis,2026-02-28 19:17:10,458,13,780,58.72,7,110,Yes
TRN-012,Sydney - Melbourne,2026-02-28 19:42:06,550,14,840,65.48,6,35,Yes
TRN-008,Chicago - St. Louis,2026-02-28 20:03:40,408,5,300,136.0,4,0,Yes
TRN-003,Toronto - Montreal,2026-02-28 20:15:41,347,7,420,82.62,2,0,Yes
TRN-003,Mumbai - Delhi,2026-02-28 20:26:46,411,14,840,48.93,9,92,Yes
TRN-016,Chicago - St. Louis,2026-02-28 20:40:09,445,11,660,67.42,1,0,Yes
TRN-008,Los Angeles - San Francisco,2026-02-28 21:22:05,311,5,300,103.67,2,0,Yes
TRN-019,Chicago - St. Louis,2026-02-28 23:01:13,340,14,840,40.48,1,0,Yes
TRN-010,Berlin - Munich,2026-02-28 23:24:05,317,13,780,40.64,11,0,Yes
TRN-020,Mumbai - Delhi,2026-02-28 23:42:10,408,10,600,68.0,10,0,Yes
TRN-007,Beijing - Shanghai,2026-03-01 00:03:07,497,15,900,55.22,1,32,Yes
TRN-017,Berlin - Munich,2026-03-01 00:22:13,353,14,840,42.02,7,0,Yes
TRN-017,Tokyo - Osaka,2026-03-01 00:26:19,489,14,840,58.21,12,93,Yes
TRN-018,Sydney - Melbourne,2026-03-01 00:44:17,245,6,360,68.06,9,0,Yes
TRN-009,Toronto - Montreal,2026-03-01 00:56:04,231,12,720,32.08,4,27,Yes
TRN-016,Beijing - Shanghai,2026-03-01 01:00:58,331,11,660,50.15,1,0,Yes
TRN-002,Sydney - Melbourne,2026-03-01 01:07:15,475,9,540,87.96,8,0,Yes
TRN-015,Los Angeles - San Francisco,2026-03-01 02:23:45,243,6,360,67.5,1,39,Yes
TRN-008,Toronto - Montreal,2026-03-01 02:48:21,365,15,900,40.56,3,0,Yes
TRN-011,Chicago - St. Louis,2026-03-01 03:18:20,528,13,780,67.69,10,0,Yes
TRN-004,Tokyo - Osaka,2026-03-01 03:30:46,334,10,600,55.67,10,0,Yes
TRN-019,Beijing - Shanghai,2026-03-01 04:04:05,306,8,480,63.75,1,0,Yes
TRN-006,New York - Washington DC,2026-03-01 04:11:02,530,13,780,67.95,11,0,Yes
TRN-014,Mumbai - Delhi,2026-03-01 05:00:55,421,11,660,63.79,10,0,Yes
TRN-005,Beijing - Shanghai,2026-03-01 05:32:48,439,15,900,48.78,8,0,Yes
TRN-003,Sydney - Melbourne,2026-03-01 05:42:29,433,10,600,72.17,10,0,Yes
TRN-006,Tokyo - Osaka,2026-03-01 05:46:13,285,12,720,39.58,11,0,Yes
TRN-018,Berlin - Munich,2026-03-01 06:23:43,413,9,540,76.48,1,40,Yes
TRN-015,Beijing - Shanghai,2026-03-01 06:54:30,415,15,900,46.11,10,0,Yes
TRN-018,London - Paris,2026-03-01 07:23:23,595,6,360,165.28,9,0,Yes
TRN-017,New York - Washington DC,2026-03-01 08:21:55,559,15,900,62.11,12,0,Yes
TRN-001,Sydney - Melbourne,2026-03-01 09:36:03,485,14,840,57.74,4,113,Yes
TRN-019,Mumbai - Delhi,2026-03-01 09:42:33,654,8,480,136.25,5,0,Yes
TRN-008,Chicago - St. Louis,2026-03-01 09:52:07,630,9,540,116.67,7,0,Yes
TRN-004,Sydney - Melbourne,2026-03-01 11:05:29,419,12,720,58.19,11,0,Yes
TRN-015,Tokyo - Osaka,2026-03-01 11:13:54,419,15,900,46.56,7,0,Yes
TRN-006,Toronto - Montreal,2026-03-01 11:46:27,352,12,720,48.89,2,0,Yes
TRN-004,Sydney - Melbourne,2026-03-01 11:57:32,364,5,300,121.33,6,32,Yes
TRN-006,Los Angeles - San Francisco,2026-03-01 12:23:28,441,14,840,52.5,1,0,Yes
TRN-001,Mumbai - Delhi,2026-03-01 12:36:40,280,11,660,42.42,3,0,Yes
TRN-013,Chicago - St. Louis,2026-03-01 13:49:46,371,14,840,44.17,11,0,Yes
TRN-009,Mumbai - Delhi,2026-03-01 14:05:45,372,7,420,88.57,5,63,Yes
TRN-010,Sydney - Melbourne,2026-03-01 14:52:50,323,12,720,44.86,4,0,Yes
TRN-010,Chicago - St. Louis,2026-03-01 15:18:11,504,8,480,105.0,9,0,Yes
TRN-005,Los Angeles - San Francisco,2026-03-01 15:47:04,394,13,780,50.51,8,108,Yes
TRN-008,Beijing - Shanghai,2026-03-01 15:50:37,365,7,420,86.9,1,80,Yes
TRN-011,Tokyo - Osaka,2026-03-01 15:50:54,264,10,600,44.0,12,0,Yes
TRN-003,Berlin - Munich,2026-03-01 16:06:11,483,13,780,61.92,3,0,Yes
TRN-003,Beijing - Shanghai,2026-03-01 16:11:37,441,12,720,61.25,5,0,Yes
TRN-010,Sydney - Melbourne,2026-03-01 16:27:13,254,12,720,35.28,10,0,Yes
TRN-018,Toronto - Montreal,2026-03-01 17:23:34,631,11,660,95.61,10,118,Yes
TRN-010,Los Angeles - San Francisco,2026-03-01 17:26:55,546,9,540,101.11,5,0,Yes
TRN-011,Sydney - Melbourne,2026-03-01 17:34:59,496,10,600,82.67,2,0,Yes
TRN-009,London - Paris,2026-03-01 17:50:20,689,12,720,95.69,11,0,Yes
TRN-016,Mumbai - Delhi,2026-03-01 18:01:28,599,15,900,66.56,1,0,Yes
TRN-007,Beijing - Shanghai,2026-03-01 18:09:53,491,6,360,136.39,3,0,Yes
